name,time,1_max_book,1_max_book_name,1_min_book,1_min_book_name,1_mean_book,1_ex,1_deduction,1_max_book_NR,1_min_book_NR,1_mean_book_NR,1_ex_NR,6_max_book,6_max_book_name,6_min_book,6_min_book_name,6_mean_book,6_ex,6_deduction,6_max_book_NR,6_min_book_NR,6_mean_book_NR,6_ex_NR,10_max_book,10_max_book_name,10_min_book,10_min_book_name,10_mean_book,10_ex,10_deduction,10_max_book_NR,10_min_book_NR,10_mean_book_NR,10_ex_NR,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL,age,weight,jockey,trainer,ratings,form,distance_behind,isp,position,race_surface,race_runners,race_going,race_distance,race_class,race_ages,non_runners,predicted_position_1,fave_1,predicted_position_6,fave_6,predicted_position_10,fave_10,predicted_position_BSP,fave_BSP,predicted_position_isp,fave_isp,change_book_NR_1_6,change_book_NR_1_10,change_book_NR_6_10,change_book_NR_rank_1_6,change_book_NR_rank_1_10,change_book_NR_rank_6_10,change_book_NR_1_isp,change_book_NR_1_BSP,change_book_NR_6_isp,change_book_NR_6_BSP,change_book_NR_10_isp,change_book_NR_10_BSP,change_book_NR_rank_1_isp,change_book_NR_rank_1_BSP,change_book_NR_rank_6_isp,change_book_NR_rank_6_BSP,change_book_NR_rank_10_isp,change_book_NR_rank_10_BSP,change_ex_NR_1_6,change_ex_NR_1_10,change_ex_NR_6_10,change_ex_NR_rank_1_6,change_ex_NR_rank_1_10,change_ex_NR_rank_6_10,change_ex_NR_1_isp,change_ex_NR_1_BSP,change_ex_NR_6_isp,change_ex_NR_6_BSP,change_ex_NR_10_isp,change_ex_NR_10_BSP,change_ex_NR_rank_1_isp,change_ex_NR_rank_1_BSP,change_ex_NR_rank_6_isp,change_ex_NR_rank_6_BSP,change_ex_NR_rank_10_isp,change_ex_NR_rank_10_BSP,1_diff_book_ex,6_diff_book_ex,10_diff_book_ex,isp_bsp_change,any_fave,all_fave,bookr_1,exr_1,bookr_6,exr_6,bookr_10,exr_10,bspr,bsp_ncr,ispr,predicted_position_morningwap,predicted_position_ppwap,wap_change,wap_change_rank,morning_tradedvol_rank,morning_tradedvol_race_average,morning_tradedvol_compared_race_average,total_tradedvol_rank,total_tradedvol_race_average,total_tradedvol_compared_race_average,tradedvol_change,tradedvol_change_rank,nearly_won,total_distance_behind,racetype,race_location,horse_min_age,horse_min_weight,horse_min_rating,horse_max_age,horse_max_weight,horse_max_rating,horse_mean_age,horse_mean_weight,horse_mean_rating,date
Stay Alert,15:25,17.0,spr,17.0,spr,17.0,21.0,[0],17.0,17.0,17.0,21.0,17.0,spr,17.0,spr,17.0,21.0,[0],17.0,17.0,17.0,21.0,26.0,betfair_sportsbook,17.0,888_sports,22.142857142857142,24.0,[0],26.0,17.0,22.142857142857142,24.0,0,36.04711001,24.8311,27.017,42.0,21.0,1000.0,6.6,962.83,12984.01,7743.39,4,136,R P Whelan,H Morrison,108.0,215105,2.0,26.0,2,Turf,9,Good (Good to Yielding in places),2200,1,3+,None,6.0,0,6.0,0,7.0,0,7.0,0,7.0,0,0.0,0.3025210084033614,0.3025210084033614,5.0,8.0,8.0,0.5294117647058822,1.1204182358823527,0.5294117647058822,1.1204182358823527,0.17419354838709689,0.6279340004516127,8.0,8.0,8.0,8.0,6.0,6.0,0.0,0.1428571428571428,0.1428571428571428,4.0,6.0,6.0,0.23809523809523814,0.716529048095238,0.23809523809523814,0.716529048095238,0.08333333333333326,0.5019629170833333,6.0,6.0,7.0,7.0,7.0,7.0,-0.19047619047619047,-0.19047619047619047,-0.07738095238095244,0.38642730807692294,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,-0.08090831698560164,4.0,6.0,4031.8999999999996,-0.7611969542895409,6.0,58622.55888888889,-0.7785151271780982,12.485257002793848,6.0,,2.0,Grp 1,Jul,3.0,126.0,104.0,6.0,136.0,115.0,4.0,134.0,109.0,2023-07-01
Via Sistina,15:25,3.0,spr,2.88,bet_victor,2.9657142857142853,2.98,[0],3.0,2.88,2.9657142857142853,2.98,3.25,william_hill,2.88,888_sports,3.0471428571428567,3.1,[0],3.25,2.88,3.0471428571428567,3.1,2.75,spr,2.62,betfair_sportsbook,2.7314285714285718,2.82,[0],2.75,2.62,2.7314285714285718,2.82,1,2.51110383,2.7952,3.0031,3.45,2.48,4.4,1.01,17790.41,215413.46,239601.97,5,136,J P Spencer,G Boughey,115.0,104211,,2.5,1,Turf,9,Good (Good to Yielding in places),2200,1,3+,None,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.027456647398844014,-0.07899807321772612,-0.10360993905297677,9.0,4.0,3.0,-0.15703275529865113,-0.1532886893063582,-0.17955930614158455,-0.17591529254571014,-0.08472803347280344,-0.08066282374476996,3.0,2.0,3.0,1.0,4.0,2.0,0.04026845637583887,-0.05369127516778527,-0.09032258064516141,7.0,3.0,4.0,-0.1610738255033557,-0.15734770805369125,-0.19354838709677424,-0.18996650645161284,-0.11347517730496448,-0.10953764893617013,3.0,2.0,2.0,1.0,4.0,2.0,-0.004793863854266722,-0.017050691244239746,-0.031408308004052476,0.00444153199999997,1,1,1.9657142857142853,1.9404,2.0471428571428567,2.058,1.7314285714285718,1.7835999999999999,1.4808817534,1.5111038300000001,1.5,1.0,1.0,-0.06922846392061532,5.0,1.0,4031.8999999999996,3.412413502319006,1.0,58622.55888888889,2.674583028835145,11.108403347646288,8.0,,0.0,Grp 1,Jul,3.0,126.0,104.0,6.0,136.0,115.0,4.0,134.0,109.0,2023-07-01
Rosscarbery,15:25,7.0,william_hill,6.0,888_sports,6.571428571428571,7.0,[0],7.0,6.0,6.571428571428571,7.0,6.5,bet_victor,6.0,spr,6.214285714285714,6.0,[0],6.5,6.0,6.214285714285714,6.0,6.5,william_hill,5.5,spr,6.0,6.6,[0],6.5,5.5,6.0,6.6,0,5.4,5.5564,6.9929,7.8,5.1,1000.0,4.1,3313.21,73989.66,9105.43,5,136,W J Lee,P Twomey,110.0,12451,1.75,5.0,4,Turf,9,Good (Good to Yielding in places),2200,1,3+,None,4.0,0,4.0,0,3.0,0,3.0,0,3.0,0,-0.05434782608695643,-0.08695652173913038,-0.034482758620689724,1.0,3.0,4.0,-0.23913043478260865,-0.17826086956521725,-0.1954022988505747,-0.13103448275862062,-0.16666666666666663,-0.09999999999999998,2.0,1.0,2.0,2.0,3.0,1.0,-0.1428571428571429,-0.05714285714285716,0.09999999999999987,3.0,2.0,5.0,-0.2857142857142857,-0.22857142857142854,-0.16666666666666663,-0.09999999999999998,-0.24242424242424243,-0.18181818181818177,1.0,1.0,3.0,2.0,2.0,1.0,-0.061224489795918435,0.03571428571428581,-0.09090909090909083,0.08000000000000007,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,-0.2054226429664373,3.0,3.0,4031.8999999999996,-0.17825094868424307,3.0,58622.55888888889,0.26213630729148774,21.331714560803572,2.0,,5.0,Grp 1,Jul,3.0,126.0,104.0,6.0,136.0,115.0,4.0,134.0,109.0,2023-07-01
Spring Fever,15:35,2.1,william_hill,2.0,spr,2.033333333333333,2.26,[0.2],1.8800000000000001,1.8,1.8266666666666667,2.008,2.1,william_hill,2.0,spr,2.033333333333333,2.24,[0.2],1.8800000000000001,1.8,1.8266666666666667,1.9920000000000002,2.1,888_sports,1.91,william_hill,1.9885714285714287,2.2,[0.2],1.8800000000000001,1.728,1.790857142857143,1.9600000000000002,1,1.61,1.644,1.8384,1.85,1.55,1.62,1.01,3638.06,246608.54,74955.78,3,135,R Havlin,J  T Gosden,85.0,48312,,1.5333333333333334,1,Turf,6,Good,2640,4,3+,['Aiming High'],1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.0,-0.019603753910323207,-0.019603753910323207,1.0,3.0,3.0,-0.16058394160583933,-0.11861313868613133,-0.16058394160583933,-0.11861313868613133,-0.14379919166134858,-0.1009891512444161,2.0,1.0,2.0,1.0,3.0,1.0,-0.007968127490039723,-0.02390438247011939,-0.016064257028112428,1.0,1.0,1.0,-0.23638778220451517,-0.19820717131474097,-0.23025435073627842,-0.19176706827309242,-0.217687074829932,-0.1785714285714286,1.0,1.0,1.0,1.0,3.0,2.0,-0.09030544488711822,-0.08299866131191447,-0.08629737609329446,0.050000000000000044,1,1,0.8266666666666667,0.9878399999999999,0.8266666666666667,0.9721600000000002,0.7908571428571429,0.9408000000000002,0.5978000000000001,0.6100000000000001,0.5333333333333334,1.0,1.0,-0.10574412532637079,1.0,1.0,956.8116666666666,2.802273871381864,1.0,54154.42333333334,3.553802345600947,66.78572645860706,1.0,,0.0,Hcap,Jul,3.0,120.0,70.0,4.0,139.0,85.0,3.0,130.0,76.0,2023-07-01
D Day Arvalenreeva,15:35,6.5,spr,6.5,spr,6.5,6.0,[0.2],5.4,5.4,5.4,5.0,7.0,william_hill,6.5,spr,6.642857142857143,6.2,[0.2],5.800000000000001,5.4,5.514285714285715,5.16,5.5,spr,5.5,spr,5.5,6.4,[0.2],4.6,4.6,4.6,5.32,0,8.03896269,7.8652,5.8694,9.6,5.79,1000.0,5.5,584.39,24037.77,4735.14,3,122,K T ONeill,K P De Foy,72.0,7541,5.5,7.0,2,Turf,6,Good,2640,4,3+,['Aiming High'],2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0.021164021164021163,-0.14814814814814825,-0.1658031088082903,6.0,1.0,1.0,0.2962962962962963,0.48869679444444425,0.26943005181347135,0.457842974870466,0.5217391304347827,0.7476005847826088,4.0,4.0,4.0,4.0,4.0,4.0,0.03200000000000003,0.06400000000000006,0.03100775193798455,2.0,2.0,2.0,0.3999999999999999,0.607792538,0.3565891472868217,0.5579385058139534,0.3157894736842104,0.511083212406015,4.0,4.0,4.0,4.0,4.0,4.0,0.08000000000000007,0.0686600221483944,-0.13533834586466176,0.14842324142857133,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,0.3400347565338877,4.0,3.0,956.8116666666666,-0.38923194568070696,2.0,54154.42333333334,-0.5561254553106065,40.13309604887147,4.0,,5.5,Hcap,Jul,3.0,120.0,70.0,4.0,139.0,85.0,3.0,130.0,76.0,2023-07-01
Dal Mallart,15:35,12.0,888_sports,11.0,spr,11.142857142857142,9.6,[0.2],9.8,9.0,9.114285714285714,7.88,12.0,william_hill,11.0,spr,11.285714285714286,10.0,[0.2],9.8,9.0,9.22857142857143,8.2,11.0,william_hill,10.0,spr,10.571428571428571,11.0,[0.2],9.0,8.2,8.657142857142858,9.0,0,8.8,9.3337,9.1064,11.16,8.2,1000.0,6.8,791.68,23544.96,5847.78,4,139,Hollie Doyle,A King,77.0,340530,4.0,7.0,3,Turf,6,Good,2640,4,3+,['Aiming High'],6.0,0,6.0,0,3.0,0,3.0,0,2.0,0,0.012539184952978122,-0.05015673981191204,-0.061919504643962786,5.0,2.0,2.0,-0.23197492163009403,-0.0344827586206895,-0.24148606811145523,-0.04643962848297212,-0.19141914191419152,0.01650165016501637,1.0,2.0,1.0,2.0,2.0,3.0,0.04060913705583746,0.14213197969543145,0.09756097560975618,3.0,3.0,3.0,-0.1116751269035533,0.11675126903553301,-0.14634146341463405,0.07317073170731736,-0.2222222222222222,-0.022222222222222143,2.0,2.0,2.0,2.0,2.0,3.0,0.15663524292965914,0.1254355400696867,-0.03809523809523796,0.25714285714285734,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,3.0,0.02496046736361235,3.0,2.0,956.8116666666666,-0.17258533985267044,3.0,54154.42333333334,-0.5652255429796533,28.740501212611157,6.0,,9.5,Hcap,Jul,3.0,120.0,70.0,4.0,139.0,85.0,3.0,130.0,76.0,2023-07-01
Fox Flame,15:35,9.5,william_hill,9.0,spr,9.142857142857142,7.2,[0.2],7.800000000000001,7.4,7.514285714285714,5.960000000000001,9.5,william_hill,9.0,spr,9.142857142857142,10.0,[0.2],7.800000000000001,7.4,7.514285714285714,8.2,17.0,spr,15.0,888_sports,16.714285714285715,16.5,[0.2],13.8,12.200000000000001,13.571428571428573,13.4,0,39.81538126,32.1845,16.0832,55.0,16.13,1000.0,60.0,161.24,7772.85,1092.44,3,120,J F Egan,C Johnston,70.0,312963,1.75,29.0,4,Turf,6,Good,2640,4,3+,['Aiming High'],4.0,0,4.0,0,6.0,0,5.0,0,5.0,0,0.0,0.8060836501901143,0.8060836501901143,1.0,6.0,6.0,2.859315589353612,4.298624882509506,2.859315589353612,4.298624882509506,1.1368421052631579,1.9337649349473685,6.0,5.0,6.0,5.0,5.0,5.0,0.3758389261744963,1.2483221476510065,0.6341463414634148,6.0,6.0,6.0,3.8657718120805358,5.6804330973154356,2.536585365853659,3.8555343000000004,1.1641791044776117,1.9712971089552238,6.0,5.0,6.0,5.0,5.0,5.0,0.26078619367209943,-0.08362369337979092,0.01279317697228155,0.3729441813793104,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,6.0,1.00112539793076,5.0,5.0,956.8116666666666,-0.8314819879216913,5.0,54154.42333333334,-0.8564687882990414,47.206710493674024,3.0,,11.25,Hcap,Jul,3.0,120.0,70.0,4.0,139.0,85.0,3.0,130.0,76.0,2023-07-01
Saisissante,15:35,9.0,888_sports,8.5,spr,8.571428571428571,8.4,[0.2],7.4,7.0,7.057142857142857,6.920000000000001,9.0,william_hill,8.5,spr,8.642857142857142,9.6,[0.2],7.4,7.0,7.114285714285714,7.88,13.0,spr,13.0,spr,13.0,14.5,[0.2],10.600000000000001,10.600000000000001,10.600000000000001,11.8,0,9.6,10.3819,10.5494,14.5,9.0,1000.0,8.4,425.71,16188.66,5167.87,3,128,Rob Hornby,Noel Williams,78.0,561211,6.5,8.5,5,Turf,6,Good,2640,4,3+,['Aiming High'],3.0,0,3.0,0,4.0,0,4.0,0,4.0,0,0.00809716599190291,0.502024291497976,0.48995983935743004,4.0,4.0,4.0,0.20445344129554655,0.36032388663967607,0.19477911646586343,0.3493975903614459,-0.19811320754716988,-0.09433962264150964,3.0,3.0,3.0,3.0,1.0,2.0,0.1387283236994219,0.7052023121387283,0.4974619289340103,4.0,4.0,5.0,0.22832369942196507,0.3872832369942194,0.07868020304568524,0.21827411167512678,-0.2796610169491526,-0.18644067796610175,3.0,3.0,3.0,3.0,1.0,1.0,0.019818331957060176,-0.09717186366932562,-0.10169491525423724,0.12941176470588234,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,-0.015877680247217918,2.0,4.0,956.8116666666666,-0.5550744050988787,4.0,54154.42333333334,-0.7010648622300906,37.02743651781729,5.0,,17.75,Hcap,Jul,3.0,120.0,70.0,4.0,139.0,85.0,3.0,130.0,76.0,2023-07-01
Victoria Grove,15:35,10.0,spr,9.0,888_sports,9.857142857142858,8.2,[0.2],8.2,7.4,8.085714285714285,6.76,10.0,spr,9.0,888_sports,9.857142857142858,11.0,[0.2],8.2,7.4,8.085714285714285,9.0,17.0,william_hill,15.0,spr,16.142857142857142,16.0,[0.2],13.8,12.200000000000001,13.114285714285714,13.0,0,50.0,29.8683,13.9724,65.0,15.5,1000.0,24.0,139.79,6773.76,1142.89,4,138,K Shoemark,H Spiller,76.0,518863,2.75,29.0,6,Turf,6,Good,2640,4,3+,['Aiming High'],5.0,0,5.0,0,5.0,0,6.0,0,5.0,0,0.0,0.6219081272084805,0.6219081272084805,1.0,5.0,5.0,2.5865724381625443,5.18374558303887,2.5865724381625443,5.18374558303887,1.2113289760348587,2.812636165577342,5.0,6.0,5.0,6.0,6.0,6.0,0.33136094674556227,0.9230769230769231,0.4444444444444444,5.0,5.0,4.0,3.289940828402367,6.396449704142012,2.2222222222222223,4.555555555555555,1.2307692307692308,2.8461538461538463,5.0,6.0,5.0,6.0,6.0,6.0,0.19611158072696533,-0.10158730158730167,0.00879120879120876,0.7241379310344827,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.0,1.1376642523832698,6.0,6.0,956.8116666666666,-0.8539001928279163,6.0,54154.42333333334,-0.8749176967815556,47.45668502754132,2.0,,20.5,Hcap,Jul,3.0,120.0,70.0,4.0,139.0,85.0,3.0,130.0,76.0,2023-07-01
Think Climate,15:42,15.0,william_hill,12.0,spr,13.285714285714286,9.4,[0.1],13.6,10.9,12.057142857142859,8.56,15.0,william_hill,12.0,spr,12.857142857142858,10.5,[0.1],13.6,10.9,11.671428571428573,9.55,13.0,william_hill,11.0,spr,11.571428571428571,16.5,[0],13.0,11.0,11.571428571428571,16.5,0,27.0,23.9399,17.4567,32.0,13.48,1000.0,440.0,544.86,10662.27,1869.06,3,126,S H James,Jane ChappleHyam,88.0,61199,,19.0,7,Turf,7,Good (Good to Soft in places),1541,2,3,"['Distinguished Lady', 'Seeking Gold']",5.0,0,5.0,0,5.0,0,6.0,0,6.0,0,-0.0319905213270143,-0.0402843601895736,-0.008567931456548439,1.0,3.0,4.0,0.5758293838862558,1.239336492890995,0.6279069767441858,1.3133414932680538,0.6419753086419753,1.3333333333333335,7.0,7.0,7.0,7.0,7.0,7.0,0.11565420560747675,0.9275700934579438,0.7277486910994764,6.0,7.0,7.0,1.2196261682242988,2.1542056074766354,0.9895287958115182,1.827225130890052,0.1515151515151516,0.6363636363636365,6.0,6.0,7.0,7.0,5.0,5.0,0.40854472630173566,0.22213911742707548,-0.2987012987012987,0.42105263157894735,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6.0,0.37138749019001294,6.0,5.0,1717.2914285714287,-0.6827212953288567,6.0,58463.48714285714,-0.8176251448370425,18.568825019271006,5.0,,21.5,Hcap,Jul,3.0,116.0,78.0,3.0,135.0,97.0,3.0,126.0,88.0,2023-07-01
Misty Blues,15:42,11.0,spr,11.0,spr,11.0,12.5,[0.1],10.0,10.0,10.0,11.35,11.0,spr,11.0,spr,11.0,13.0,[0.1],10.0,10.0,10.0,11.8,17.0,william_hill,15.0,spr,15.571428571428571,18.5,[0],17.0,15.0,15.571428571428571,18.5,0,20.0,14.7655,18.6923,22.0,10.5,1000.0,10.5,494.81,20159.55,1892.55,3,125,Sean Kirrane,T D Easterby,87.0,132325,17.0,15.0,6,Turf,7,Good (Good to Soft in places),1541,2,3,"['Distinguished Lady', 'Seeking Gold']",4.0,0,4.0,0,6.0,0,5.0,0,5.0,0,0.0,0.5571428571428572,0.5571428571428572,2.0,7.0,7.0,0.5,1.0,0.5,1.0,-0.03669724770642202,0.2844036697247707,5.0,6.0,5.0,6.0,4.0,3.0,0.0396475770925111,0.6299559471365639,0.5677966101694913,5.0,5.0,6.0,0.3215859030837005,0.7621145374449341,0.27118644067796605,0.6949152542372881,-0.18918918918918914,0.08108108108108114,5.0,5.0,4.0,5.0,2.0,2.0,-0.11894273127753296,-0.15254237288135597,-0.15830115830115832,0.33333333333333326,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,5.0,-0.21007580661555825,1.0,6.0,1717.2914285714287,-0.7118660282305025,4.0,58463.48714285714,-0.6551770859863425,39.74200198055819,2.0,,21.5,Hcap,Jul,3.0,116.0,78.0,3.0,135.0,97.0,3.0,126.0,88.0,2023-07-01
Divine Libra,15:42,5.0,spr,5.0,spr,5.0,6.0,[0.1],4.6,4.6,4.6,5.5,5.0,spr,5.0,spr,5.0,5.6,[0.1],4.6,4.6,4.6,5.14,4.75,betfair_sportsbook,4.0,william_hill,4.355714285714285,4.9,[0],4.75,4.0,4.355714285714285,4.9,0,8.10710447,7.4271,4.71,9.4,4.1,1000.0,4.9,2532.9,38234.76,8880.57,3,123,D C Costello,C Hills,85.0,2414,0.5,7.0,5,Turf,7,Good (Good to Soft in places),1541,2,3,"['Distinguished Lady', 'Seeking Gold']",2.0,0,2.0,0,2.0,0,3.0,0,3.0,0,0.0,-0.05310559006211191,-0.05310559006211191,2.0,2.0,2.0,0.5217391304347827,0.7624140152173913,0.5217391304347827,0.7624140152173913,0.6070842899311253,0.8612571757953429,6.0,5.0,6.0,5.0,6.0,6.0,-0.06545454545454554,-0.10909090909090902,-0.046692607003890885,2.0,1.0,1.0,0.2727272727272727,0.4740189945454545,0.3618677042801557,0.5772576789883268,0.4285714285714284,0.6545111163265305,4.0,4.0,5.0,4.0,7.0,6.0,-0.1636363636363637,-0.10505836575875482,-0.11107871720116635,0.1581577814285713,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,3.0,0.5768789808917199,7.0,2.0,1717.2914285714287,0.4749389403911808,3.0,58463.48714285714,-0.3460061678056885,14.095250503375578,7.0,,4.5,Hcap,Jul,3.0,116.0,78.0,3.0,135.0,97.0,3.0,126.0,88.0,2023-07-01
Ararat,15:42,5.5,spr,5.5,spr,5.5,6.4,[0.1],5.05,5.05,5.05,5.86,5.5,spr,5.5,spr,5.5,5.9,[0.1],5.05,5.05,5.05,5.41,5.5,william_hill,5.0,spr,5.142857142857143,5.7,[0],5.5,5.0,5.142857142857143,5.7,0,6.19668467,5.1915,5.902,6.0,4.6,940.0,3.7,1653.3,62512.63,6793.71,3,116,Hayley Turner,D M Simcock,78.0,202551,1.0,4.5,4,Turf,7,Good (Good to Soft in places),1541,2,3,"['Distinguished Lady', 'Seeking Gold']",3.0,0,3.0,0,3.0,0,2.0,0,2.0,0,0.0,0.018387553041018467,0.018387553041018467,2.0,5.0,5.0,-0.1089108910891089,0.22706627128712875,-0.1089108910891089,0.22706627128712875,-0.1250000000000001,0.20491090805555534,2.0,3.0,2.0,3.0,2.0,2.0,-0.07679180887372017,-0.027303754266211677,0.05360443622920519,1.0,2.0,3.0,-0.23208191126279865,0.057454721843003265,-0.16820702402957488,0.1454130628465804,-0.21052631578947367,0.08713766140350865,1.0,2.0,2.0,2.0,1.0,3.0,-0.1382252559726963,-0.06654343807763408,-0.09774436090225558,0.37704103777777775,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,2.0,-0.12038292104371406,2.0,3.0,1717.2914285714287,-0.037262998875305375,2.0,58463.48714285714,0.0692593455338828,36.81082078267707,4.0,,4.0,Hcap,Jul,3.0,116.0,78.0,3.0,135.0,97.0,3.0,126.0,88.0,2023-07-01
Starnberg,15:42,17.0,spr,13.0,william_hill,16.142857142857142,12.0,[0.1],15.4,11.8,14.628571428571428,10.9,17.0,spr,13.0,william_hill,16.142857142857142,12.0,[0.1],15.4,11.8,14.628571428571428,10.9,12.0,bet_victor,10.0,william_hill,11.428571428571429,13.0,[0],12.0,10.0,11.428571428571429,13.0,0,15.82530078,14.3426,13.2336,18.26,11.0,1000.0,4.8,989.83,18235.69,7529.67,3,135,S Hitchcott,R Hannon,97.0,422110,2.25,11.0,2,Turf,7,Good (Good to Soft in places),1541,2,3,"['Distinguished Lady', 'Seeking Gold']",6.0,0,6.0,0,4.0,0,4.0,0,4.0,0,0.0,-0.21875,-0.21875,2.0,1.0,1.0,-0.248046875,0.08180767050781257,-0.248046875,0.08180767050781257,-0.03749999999999998,0.38471381824999984,1.0,2.0,1.0,2.0,3.0,4.0,0.0,0.19266055045871555,0.19266055045871555,3.0,4.0,5.0,0.00917431192660545,0.4518624568807339,0.00917431192660545,0.4518624568807339,-0.15384615384615385,0.21733082923076918,3.0,3.0,3.0,3.0,4.0,4.0,0.3420707732634338,0.3420707732634338,-0.1208791208791209,0.4386637072727273,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,0.08380183774634276,5.0,4.0,1717.2914285714287,-0.4236097708684108,5.0,58463.48714285714,-0.6880841206847517,17.423052443348855,6.0,,2.25,Hcap,Jul,3.0,116.0,78.0,3.0,135.0,97.0,3.0,126.0,88.0,2023-07-01
Equatorial,15:42,2.38,william_hill,2.1,betfair_sportsbook,2.222857142857143,2.44,[0.1],2.242,1.9900000000000002,2.1005714285714285,2.2960000000000003,2.38,william_hill,2.1,betfair_sportsbook,2.222857142857143,2.46,[0.1],2.242,1.9900000000000002,2.1005714285714285,2.314,2.38,bet_victor,2.2,betfair_sportsbook,2.2471428571428573,2.32,[0],2.38,2.2,2.2471428571428573,2.32,1,1.91,2.0916,2.3095,2.4,1.92,3.0,1.01,5648.54,253409.18,52776.17,3,131,F Norton,R Varian,93.0,221,,1.9090909090909092,1,Turf,7,Good (Good to Soft in places),1541,2,3,"['Distinguished Lady', 'Seeking Gold']",1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0.06977693144722541,0.06977693144722541,2.0,6.0,6.0,-0.09115639529132447,-0.09072361262241568,-0.09115639529132447,-0.09072361262241568,-0.15043634051898513,-0.15003178639542292,3.0,1.0,3.0,1.0,1.0,1.0,0.00783972125435528,0.010452961672473782,0.0025929127052721768,4.0,3.0,2.0,-0.1685144124168515,-0.16811846689895482,-0.17498232104973677,-0.17458945548833193,-0.17711598746081492,-0.17672413793103448,2.0,1.0,1.0,1.0,3.0,1.0,-0.08511697361871595,-0.09223360908754175,-0.0314039408866994,0.00047619047619029686,1,1,1.1005714285714285,1.2700800000000003,1.1005714285714285,1.28772,1.2471428571428573,1.2935999999999999,0.8917999999999999,0.9099999999999999,0.9090909090909092,1.0,1.0,-0.09434942628274512,3.0,1.0,1717.2914285714287,2.2892145771081367,1.0,58463.48714285714,3.3344862303678138,43.86277515959876,1.0,,0.0,Hcap,Jul,3.0,116.0,78.0,3.0,135.0,97.0,3.0,126.0,88.0,2023-07-01
Tenjin,15:42,34.0,spr,34.0,spr,34.0,14.0,[0.1],30.7,30.7,30.7,12.700000000000001,34.0,spr,34.0,spr,34.0,21.0,[0.1],30.7,30.7,30.7,19.0,31.0,betfair_sportsbook,29.0,spr,29.571428571428573,21.0,[0],31.0,29.0,29.571428571428573,21.0,0,48.03770445,37.0151,39.8656,46.0,30.0,1000.0,13.0,156.8,6030.33,2013.88,3,128,P Hanagan,J Ryan,90.0,308689,0.75,29.0,3,Turf,7,Good (Good to Soft in places),1541,2,3,"['Distinguished Lady', 'Seeking Gold']",7.0,0,7.0,0,7.0,0,7.0,0,7.0,0,0.0,-0.03676128431828751,-0.03676128431828751,2.0,4.0,3.0,-0.055374592833876246,0.5647460732899023,-0.055374592833876246,0.5647460732899023,-0.019323671497584627,0.6244634355072463,4.0,4.0,4.0,4.0,5.0,5.0,0.49606299212598404,0.6535433070866141,0.10526315789473695,7.0,6.0,4.0,1.2834645669291338,2.7824964133858265,0.5263157894736843,1.5283002342105263,0.38095238095238093,1.2875097357142855,7.0,7.0,6.0,6.0,6.0,7.0,1.417322834645669,0.6157894736842104,0.40816326530612246,0.6564725672413794,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,7.0,-0.07150274923743793,4.0,7.0,1717.2914285714287,-0.9086934241962425,7.0,58463.48714285714,-0.8968530565878713,37.458737244897954,3.0,,3.0,Hcap,Jul,3.0,116.0,78.0,3.0,135.0,97.0,3.0,126.0,88.0,2023-07-01
